Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
PM2.5,2013-12-01 00:00,2013,12,1,0,28,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 01:00,2013,12,1,1,36,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 02:00,2013,12,1,2,46,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 03:00,2013,12,1,3,57,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 04:00,2013,12,1,4,60,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 05:00,2013,12,1,5,90,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 06:00,2013,12,1,6,99,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 07:00,2013,12,1,7,125,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 08:00,2013,12,1,8,101,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 09:00,2013,12,1,9,93,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 10:00,2013,12,1,10,69,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 11:00,2013,12,1,11,43,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 12:00,2013,12,1,12,38,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 13:00,2013,12,1,13,44,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 14:00,2013,12,1,14,62,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 15:00,2013,12,1,15,83,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 16:00,2013,12,1,16,80,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 17:00,2013,12,1,17,63,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 18:00,2013,12,1,18,102,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 19:00,2013,12,1,19,130,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 20:00,2013,12,1,20,154,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 21:00,2013,12,1,21,135,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 22:00,2013,12,1,22,134,µg/m³,1 Hr,Valid
PM2.5,2013-12-01 23:00,2013,12,1,23,161,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 00:00,2013,12,2,0,219,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 01:00,2013,12,2,1,202,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 02:00,2013,12,2,2,138,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 03:00,2013,12,2,3,107,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 04:00,2013,12,2,4,84,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 05:00,2013,12,2,5,97,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 06:00,2013,12,2,6,109,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 07:00,2013,12,2,7,140,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 08:00,2013,12,2,8,69,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 09:00,2013,12,2,9,76,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 10:00,2013,12,2,10,77,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 11:00,2013,12,2,11,87,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 12:00,2013,12,2,12,96,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 13:00,2013,12,2,13,88,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 14:00,2013,12,2,14,71,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 15:00,2013,12,2,15,93,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 16:00,2013,12,2,16,117,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 17:00,2013,12,2,17,138,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 18:00,2013,12,2,18,190,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 19:00,2013,12,2,19,197,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 20:00,2013,12,2,20,213,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 21:00,2013,12,2,21,211,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 22:00,2013,12,2,22,226,µg/m³,1 Hr,Valid
PM2.5,2013-12-02 23:00,2013,12,2,23,233,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 00:00,2013,12,3,0,225,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 01:00,2013,12,3,1,159,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 02:00,2013,12,3,2,115,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 03:00,2013,12,3,3,87,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 04:00,2013,12,3,4,73,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 05:00,2013,12,3,5,60,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 06:00,2013,12,3,6,74,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 07:00,2013,12,3,7,82,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 08:00,2013,12,3,8,73,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 09:00,2013,12,3,9,50,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 10:00,2013,12,3,10,56,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 11:00,2013,12,3,11,48,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 12:00,2013,12,3,12,33,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 13:00,2013,12,3,13,30,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 14:00,2013,12,3,14,28,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 15:00,2013,12,3,15,30,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 16:00,2013,12,3,16,33,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 17:00,2013,12,3,17,46,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 18:00,2013,12,3,18,74,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 19:00,2013,12,3,19,136,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 20:00,2013,12,3,20,152,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 21:00,2013,12,3,21,159,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 22:00,2013,12,3,22,164,µg/m³,1 Hr,Valid
PM2.5,2013-12-03 23:00,2013,12,3,23,167,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 00:00,2013,12,4,0,180,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 01:00,2013,12,4,1,187,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 02:00,2013,12,4,2,163,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 03:00,2013,12,4,3,185,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 04:00,2013,12,4,4,159,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 05:00,2013,12,4,5,139,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 06:00,2013,12,4,6,151,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 07:00,2013,12,4,7,113,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 08:00,2013,12,4,8,137,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 09:00,2013,12,4,9,92,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 10:00,2013,12,4,10,71,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 11:00,2013,12,4,11,73,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 12:00,2013,12,4,12,68,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 13:00,2013,12,4,13,47,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 14:00,2013,12,4,14,41,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 15:00,2013,12,4,15,43,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 16:00,2013,12,4,16,56,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 17:00,2013,12,4,17,69,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 18:00,2013,12,4,18,83,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 19:00,2013,12,4,19,130,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 20:00,2013,12,4,20,175,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 21:00,2013,12,4,21,155,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 22:00,2013,12,4,22,106,µg/m³,1 Hr,Valid
PM2.5,2013-12-04 23:00,2013,12,4,23,83,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 00:00,2013,12,5,0,122,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 01:00,2013,12,5,1,162,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 02:00,2013,12,5,2,142,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 03:00,2013,12,5,3,70,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 04:00,2013,12,5,4,33,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 05:00,2013,12,5,5,25,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 06:00,2013,12,5,6,39,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 07:00,2013,12,5,7,33,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 08:00,2013,12,5,8,27,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 09:00,2013,12,5,9,25,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 10:00,2013,12,5,10,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 11:00,2013,12,5,11,9,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 12:00,2013,12,5,12,10,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 13:00,2013,12,5,13,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 14:00,2013,12,5,14,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 15:00,2013,12,5,15,13,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 16:00,2013,12,5,16,17,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 17:00,2013,12,5,17,32,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 18:00,2013,12,5,18,62,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 19:00,2013,12,5,19,42,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 20:00,2013,12,5,20,59,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 21:00,2013,12,5,21,66,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 22:00,2013,12,5,22,77,µg/m³,1 Hr,Valid
PM2.5,2013-12-05 23:00,2013,12,5,23,84,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 00:00,2013,12,6,0,91,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 01:00,2013,12,6,1,112,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 02:00,2013,12,6,2,130,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 03:00,2013,12,6,3,139,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 04:00,2013,12,6,4,155,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 05:00,2013,12,6,5,163,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 06:00,2013,12,6,6,141,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 07:00,2013,12,6,7,182,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 08:00,2013,12,6,8,138,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 09:00,2013,12,6,9,119,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 10:00,2013,12,6,10,135,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 11:00,2013,12,6,11,159,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 12:00,2013,12,6,12,122,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 13:00,2013,12,6,13,81,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 14:00,2013,12,6,14,167,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 15:00,2013,12,6,15,246,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 16:00,2013,12,6,16,224,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 17:00,2013,12,6,17,115,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 18:00,2013,12,6,18,124,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 19:00,2013,12,6,19,152,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 20:00,2013,12,6,20,170,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 21:00,2013,12,6,21,269,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 22:00,2013,12,6,22,294,µg/m³,1 Hr,Valid
PM2.5,2013-12-06 23:00,2013,12,6,23,330,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 00:00,2013,12,7,0,407,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 01:00,2013,12,7,1,430,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 02:00,2013,12,7,2,415,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 03:00,2013,12,7,3,343,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 04:00,2013,12,7,4,320,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 05:00,2013,12,7,5,244,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 06:00,2013,12,7,6,197,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 07:00,2013,12,7,7,172,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 08:00,2013,12,7,8,156,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 09:00,2013,12,7,9,166,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 10:00,2013,12,7,10,203,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 11:00,2013,12,7,11,277,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 12:00,2013,12,7,12,290,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 13:00,2013,12,7,13,366,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 14:00,2013,12,7,14,392,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 15:00,2013,12,7,15,421,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 16:00,2013,12,7,16,450,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 17:00,2013,12,7,17,443,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 18:00,2013,12,7,18,429,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 19:00,2013,12,7,19,439,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 20:00,2013,12,7,20,460,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 21:00,2013,12,7,21,480,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 22:00,2013,12,7,22,424,µg/m³,1 Hr,Valid
PM2.5,2013-12-07 23:00,2013,12,7,23,440,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 00:00,2013,12,8,0,403,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 01:00,2013,12,8,1,403,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 02:00,2013,12,8,2,389,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 03:00,2013,12,8,3,432,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 04:00,2013,12,8,4,432,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 05:00,2013,12,8,5,435,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 06:00,2013,12,8,6,403,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 07:00,2013,12,8,7,379,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 08:00,2013,12,8,8,346,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 09:00,2013,12,8,9,354,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 10:00,2013,12,8,10,343,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 11:00,2013,12,8,11,266,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 12:00,2013,12,8,12,206,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 13:00,2013,12,8,13,184,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 14:00,2013,12,8,14,47,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 15:00,2013,12,8,15,13,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 16:00,2013,12,8,16,15,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 17:00,2013,12,8,17,15,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 18:00,2013,12,8,18,17,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 19:00,2013,12,8,19,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 20:00,2013,12,8,20,15,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 21:00,2013,12,8,21,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 22:00,2013,12,8,22,14,µg/m³,1 Hr,Valid
PM2.5,2013-12-08 23:00,2013,12,8,23,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 00:00,2013,12,9,0,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 01:00,2013,12,9,1,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 02:00,2013,12,9,2,6,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 03:00,2013,12,9,3,7,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 04:00,2013,12,9,4,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 05:00,2013,12,9,5,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 06:00,2013,12,9,6,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 07:00,2013,12,9,7,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 08:00,2013,12,9,8,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 09:00,2013,12,9,9,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 10:00,2013,12,9,10,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 11:00,2013,12,9,11,9,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 12:00,2013,12,9,12,17,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 13:00,2013,12,9,13,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 14:00,2013,12,9,14,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 15:00,2013,12,9,15,10,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 16:00,2013,12,9,16,14,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 17:00,2013,12,9,17,12,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 18:00,2013,12,9,18,19,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 19:00,2013,12,9,19,20,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 20:00,2013,12,9,20,55,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 21:00,2013,12,9,21,68,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 22:00,2013,12,9,22,58,µg/m³,1 Hr,Valid
PM2.5,2013-12-09 23:00,2013,12,9,23,63,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 00:00,2013,12,10,0,52,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 01:00,2013,12,10,1,44,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 02:00,2013,12,10,2,60,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 03:00,2013,12,10,3,64,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 04:00,2013,12,10,4,44,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 05:00,2013,12,10,5,38,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 06:00,2013,12,10,6,41,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 07:00,2013,12,10,7,29,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 08:00,2013,12,10,8,32,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 09:00,2013,12,10,9,41,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 10:00,2013,12,10,10,53,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 11:00,2013,12,10,11,24,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 12:00,2013,12,10,12,16,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 13:00,2013,12,10,13,14,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 14:00,2013,12,10,14,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 15:00,2013,12,10,15,9,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 16:00,2013,12,10,16,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 17:00,2013,12,10,17,10,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 18:00,2013,12,10,18,13,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 19:00,2013,12,10,19,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 20:00,2013,12,10,20,7,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 21:00,2013,12,10,21,14,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 22:00,2013,12,10,22,13,µg/m³,1 Hr,Valid
PM2.5,2013-12-10 23:00,2013,12,10,23,9,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 00:00,2013,12,11,0,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 01:00,2013,12,11,1,6,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 02:00,2013,12,11,2,6,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 03:00,2013,12,11,3,5,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 04:00,2013,12,11,4,11,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 05:00,2013,12,11,5,9,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 06:00,2013,12,11,6,8,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 07:00,2013,12,11,7,23,µg/m³,1 Hr,Valid
PM2.5,2013-12-11 08:00,2013,12,11,8,10,µg/m³,1 Hr,Valid
